7FDFFF	 // data[0][  0] = 8380415
000001	 // data[0][  1] = 1
7FE000	 // data[0][  2] = 8380416
7FDFFF	 // data[0][  3] = 8380415
000002	 // data[0][  4] = 2
000002	 // data[0][  5] = 2
7FDFFF	 // data[0][  6] = 8380415
000002	 // data[0][  7] = 2
000001	 // data[0][  8] = 1
000002	 // data[0][  9] = 2
000002	 // data[0][ 10] = 2
000001	 // data[0][ 11] = 1
7FDFFF	 // data[0][ 12] = 8380415
000002	 // data[0][ 13] = 2
7FE000	 // data[0][ 14] = 8380416
7FDFFF	 // data[0][ 15] = 8380415
7FE000	 // data[0][ 16] = 8380416
000002	 // data[0][ 17] = 2
7FDFFF	 // data[0][ 18] = 8380415
000000	 // data[0][ 19] = 0
7FE000	 // data[0][ 20] = 8380416
000002	 // data[0][ 21] = 2
7FE000	 // data[0][ 22] = 8380416
000001	 // data[0][ 23] = 1
000002	 // data[0][ 24] = 2
000002	 // data[0][ 25] = 2
7FDFFF	 // data[0][ 26] = 8380415
000000	 // data[0][ 27] = 0
7FDFFF	 // data[0][ 28] = 8380415
000001	 // data[0][ 29] = 1
000000	 // data[0][ 30] = 0
000002	 // data[0][ 31] = 2
000002	 // data[0][ 32] = 2
7FDFFF	 // data[0][ 33] = 8380415
000000	 // data[0][ 34] = 0
7FE000	 // data[0][ 35] = 8380416
000001	 // data[0][ 36] = 1
000001	 // data[0][ 37] = 1
7FDFFF	 // data[0][ 38] = 8380415
7FDFFF	 // data[0][ 39] = 8380415
7FE000	 // data[0][ 40] = 8380416
7FDFFF	 // data[0][ 41] = 8380415
000000	 // data[0][ 42] = 0
7FE000	 // data[0][ 43] = 8380416
000000	 // data[0][ 44] = 0
7FE000	 // data[0][ 45] = 8380416
000000	 // data[0][ 46] = 0
7FE000	 // data[0][ 47] = 8380416
000002	 // data[0][ 48] = 2
000002	 // data[0][ 49] = 2
7FDFFF	 // data[0][ 50] = 8380415
000000	 // data[0][ 51] = 0
000000	 // data[0][ 52] = 0
7FDFFF	 // data[0][ 53] = 8380415
7FE000	 // data[0][ 54] = 8380416
000001	 // data[0][ 55] = 1
000000	 // data[0][ 56] = 0
000002	 // data[0][ 57] = 2
000000	 // data[0][ 58] = 0
7FDFFF	 // data[0][ 59] = 8380415
000000	 // data[0][ 60] = 0
000001	 // data[0][ 61] = 1
000001	 // data[0][ 62] = 1
000000	 // data[0][ 63] = 0
7FDFFF	 // data[0][ 64] = 8380415
7FE000	 // data[0][ 65] = 8380416
7FDFFF	 // data[0][ 66] = 8380415
000001	 // data[0][ 67] = 1
7FDFFF	 // data[0][ 68] = 8380415
7FE000	 // data[0][ 69] = 8380416
000002	 // data[0][ 70] = 2
000000	 // data[0][ 71] = 0
000002	 // data[0][ 72] = 2
000001	 // data[0][ 73] = 1
7FDFFF	 // data[0][ 74] = 8380415
000000	 // data[0][ 75] = 0
000001	 // data[0][ 76] = 1
000000	 // data[0][ 77] = 0
7FE000	 // data[0][ 78] = 8380416
000002	 // data[0][ 79] = 2
7FDFFF	 // data[0][ 80] = 8380415
000000	 // data[0][ 81] = 0
000000	 // data[0][ 82] = 0
000000	 // data[0][ 83] = 0
000002	 // data[0][ 84] = 2
7FE000	 // data[0][ 85] = 8380416
000002	 // data[0][ 86] = 2
000000	 // data[0][ 87] = 0
000002	 // data[0][ 88] = 2
7FDFFF	 // data[0][ 89] = 8380415
000002	 // data[0][ 90] = 2
000002	 // data[0][ 91] = 2
000000	 // data[0][ 92] = 0
000002	 // data[0][ 93] = 2
000002	 // data[0][ 94] = 2
000000	 // data[0][ 95] = 0
7FE000	 // data[0][ 96] = 8380416
000001	 // data[0][ 97] = 1
7FDFFF	 // data[0][ 98] = 8380415
000002	 // data[0][ 99] = 2
000001	 // data[0][100] = 1
000002	 // data[0][101] = 2
000002	 // data[0][102] = 2
7FDFFF	 // data[0][103] = 8380415
000001	 // data[0][104] = 1
000001	 // data[0][105] = 1
000001	 // data[0][106] = 1
7FE000	 // data[0][107] = 8380416
000001	 // data[0][108] = 1
000002	 // data[0][109] = 2
000000	 // data[0][110] = 0
000001	 // data[0][111] = 1
000002	 // data[0][112] = 2
7FE000	 // data[0][113] = 8380416
7FE000	 // data[0][114] = 8380416
000000	 // data[0][115] = 0
7FE000	 // data[0][116] = 8380416
