04093C6 // data[  0] = 4232134
040A3C7 // data[  1] = 4236231
079F930 // data[  2] = 7993648
002F366 // data[  3] = 193382
079F933 // data[  4] = 7993651
0665BCE // data[  5] = 6708174
0030364 // data[  6] = 197476
0495E04 // data[  7] = 4808196
075CE39 // data[  8] = 7720505
059669B // data[  9] = 5858971
0337E9B // data[ 10] = 3374747
0000001 // data[ 11] = 1
0496DFE // data[ 12] = 4812286
0495E04 // data[ 13] = 4808196
0367200 // data[ 14] = 3568128
0700762 // data[ 15] = 7341922
0508C60 // data[ 16] = 5278816
0368201 // data[ 17] = 3572225
07A192B // data[ 18] = 8001835
0000000 // data[ 19] = 0
04C6167 // data[ 20] = 5005671
040A3C8 // data[ 21] = 4236232
0001FFB // data[ 22] = 8187
03C48D4 // data[ 23] = 3950804
0600ECD // data[ 24] = 6295245
0366205 // data[ 25] = 3564037
0497DFC // data[ 26] = 4816380
02C7036 // data[ 27] = 2912310
06FE766 // data[ 28] = 7333734
02F53A1 // data[ 29] = 3101601
0030366 // data[ 30] = 197478
0567333 // data[ 31] = 5665587
040A3C8 // data[ 32] = 4236232
07D0C93 // data[ 33] = 8195219
01FD136 // data[ 34] = 2085174
04C6167 // data[ 35] = 5005671
06D13FD // data[ 36] = 7148541
0199434 // data[ 37] = 1676340
0199431 // data[ 38] = 1676337
07CDC99 // data[ 39] = 8182937
002F367 // data[ 40] = 193383
06D13FA // data[ 41] = 7148538
0596699 // data[ 42] = 5858969
002D36B // data[ 43] = 185195
04C516A // data[ 44] = 5001578
0700763 // data[ 45] = 7341923
059569B // data[ 46] = 5854875
062E236 // data[ 47] = 6480438
072EAD0 // data[ 48] = 7531216
00FE89D // data[ 49] = 1042589
07A092D // data[ 50] = 7997741
01FF132 // data[ 51] = 2093362
0566333 // data[ 52] = 5661491
0636862 // data[ 53] = 6514786
012EC00 // data[ 54] = 1240064
0296CD1 // data[ 55] = 2714833
0198435 // data[ 56] = 1672245
07A192F // data[ 57] = 8001839
040A3C6 // data[ 58] = 4236230
079F92F // data[ 59] = 7993647
06CF400 // data[ 60] = 7140352
0664BCF // data[ 61] = 6704079
02F53A1 // data[ 62] = 3101601
06D03FE // data[ 63] = 7144446
0199431 // data[ 64] = 1676337
0198436 // data[ 65] = 1672246
0600ECA // data[ 66] = 6295242
00FE899 // data[ 67] = 1042585
0600ECD // data[ 68] = 6295245
03F3C3D // data[ 69] = 4144189
00FD89B // data[ 70] = 1038491
0495E04 // data[ 71] = 4808196
01CEDCD // data[ 72] = 1895885
04C3170 // data[ 73] = 4993392
026A964 // data[ 74] = 2533732
0000001 // data[ 75] = 1
0494E02 // data[ 76] = 4804098
0495E04 // data[ 77] = 4808196
03691FC // data[ 78] = 3576316
07CDC99 // data[ 79] = 8182937
01C779C // data[ 80] = 1865628
0368201 // data[ 81] = 3572225
05FEECD // data[ 82] = 6287053
0000000 // data[ 83] = 0
059369E // data[ 84] = 5846686
0198437 // data[ 85] = 1672247
07FC004 // data[ 86] = 8372228
0567332 // data[ 87] = 5665586
079F933 // data[ 88] = 7993651
036A1FD // data[ 89] = 3580413
0493E04 // data[ 90] = 4800004
0536FCB // data[ 91] = 5468107
07CFC95 // data[ 92] = 8191125
0636865 // data[ 93] = 6514789
00FD89D // data[ 94] = 1038493
03C48D5 // data[ 95] = 3950805
0198437 // data[ 96] = 1672247
06FD768 // data[ 97] = 7329640
005E6D0 // data[ 98] = 386768
059369E // data[ 99] = 5846686
06CF401 // data[100] = 7140353
04093C9 // data[101] = 4232137
04093C6 // data[102] = 4232134
0700762 // data[103] = 7341922
00FE89A // data[104] = 1042586
06CF3FE // data[105] = 7140350
04C316E // data[106] = 4993390
0100896 // data[107] = 1050774
059469D // data[108] = 5850781
07CDC9A // data[109] = 8182938
04C416C // data[110] = 4997484
00A21C6 // data[111] = 664006
00CF535 // data[112] = 849205
002F36A // data[113] = 193386
05FFECB // data[114] = 6291147
005C6D4 // data[115] = 378580
03C58D1 // data[116] = 3954897
02F539E // data[117] = 3101598
012CC04 // data[118] = 1231876
043972F // data[119] = 4429615
040A3C6 // data[120] = 4236230
05FEED1 // data[121] = 6287057
0198435 // data[122] = 1672245
0600EC9 // data[123] = 6295241
06D13FC // data[124] = 7148540
03F4C3A // data[125] = 4148282
0636865 // data[126] = 6514789
06D03FE // data[127] = 7144446
0665BCA // data[128] = 6708170
0664BCF // data[129] = 6704079
01FF131 // data[130] = 2093361
06FE766 // data[131] = 7333734
01FF134 // data[132] = 2093364
04093CA // data[133] = 4232138
06FD768 // data[134] = 7329640
0368201 // data[135] = 3572225
062E238 // data[136] = 6480440
0337E9B // data[137] = 3374747
059669B // data[138] = 5858971
0000001 // data[139] = 1
03671FF // data[140] = 3568127
0368201 // data[141] = 3572225
0496DFF // data[142] = 4812287
002D36A // data[143] = 185194
0636863 // data[144] = 6514787
0495E04 // data[145] = 4808196
01FD134 // data[146] = 2085172
0000000 // data[147] = 0
0267967 // data[148] = 2521447
0664BD0 // data[149] = 6704080
07FC004 // data[150] = 8372228
0298CCD // data[151] = 2723021
005C6D6 // data[152] = 378582
0497E00 // data[153] = 4816384
0366201 // data[154] = 3564033
02C6038 // data[155] = 2908216
002F366 // data[156] = 193382
01C779E // data[157] = 1865630
06FD76A // data[158] = 7329642
0437734 // data[159] = 4421428
0664BD0 // data[160] = 6704080
00FD89B // data[161] = 1038491
07A192D // data[162] = 8001837
0267967 // data[163] = 2521447
012CC06 // data[164] = 1231878
03F3C3C // data[165] = 4144188
03F3C39 // data[166] = 4144185
0100895 // data[167] = 1050773
06FE767 // data[168] = 7333735
012CC03 // data[169] = 1231875
0337E99 // data[170] = 3374745
0700763 // data[171] = 7341923
0268966 // data[172] = 2525542
002D36B // data[173] = 185195
0338E97 // data[174] = 3378839
075CE37 // data[175] = 7720503
072CAD4 // data[176] = 7523028
07CFC99 // data[177] = 8191129
01FE132 // data[178] = 2089266
079F931 // data[179] = 7993649
0438730 // data[180] = 4425520
0508C5F // data[181] = 5278815
06CF3FF // data[182] = 7140351
03C68D0 // data[183] = 3958992
03F4C39 // data[184] = 4148281
01FD138 // data[185] = 2085176
0664BCE // data[186] = 6704078
01FF130 // data[187] = 2093360
012EC01 // data[188] = 1240065
040A3C7 // data[189] = 4236231
