6F33AC	 // data[0][  0] = 7287724
035F6C	 // data[0][  1] = 221036
0AD15E	 // data[0][  2] = 708958
20ADD7	 // data[0][  3] = 2141655
4484E7	 // data[0][  4] = 4490471
68E5B4	 // data[0][  5] = 6874548
48DAFB	 // data[0][  6] = 4774651
62C3E7	 // data[0][  7] = 6472679
4F646A	 // data[0][  8] = 5203050
1E5ED3	 // data[0][  9] = 1990355
16F7B2	 // data[0][ 10] = 1505202
1B80BD	 // data[0][ 11] = 1802429
5FCC68	 // data[0][ 12] = 6278248
7623F4	 // data[0][ 13] = 7742452
566D5D	 // data[0][ 14] = 5664093
09A5C7	 // data[0][ 15] = 632263
0E4991	 // data[0][ 16] = 936337
1BD932	 // data[0][ 17] = 1825074
6C4564	 // data[0][ 18] = 7095652
371EA0	 // data[0][ 19] = 3612320
1453BC	 // data[0][ 20] = 1332156
20175C	 // data[0][ 21] = 2103132
6CB731	 // data[0][ 22] = 7124785
065B92	 // data[0][ 23] = 416658
6B1CA7	 // data[0][ 24] = 7019687
6CC3F6	 // data[0][ 25] = 7128054
0DC6F4	 // data[0][ 26] = 902900
7634BD	 // data[0][ 27] = 7746749
4C0663	 // data[0][ 28] = 4982371
416153	 // data[0][ 29] = 4284755
62B8AE	 // data[0][ 30] = 6469806
088993	 // data[0][ 31] = 559507
786630	 // data[0][ 32] = 7890480
75DF0B	 // data[0][ 33] = 7724811
6BB850	 // data[0][ 34] = 7059536
42C72C	 // data[0][ 35] = 4376364
417C3B	 // data[0][ 36] = 4291643
5A8EFA	 // data[0][ 37] = 5934842
452A93	 // data[0][ 38] = 4532883
378912	 // data[0][ 39] = 3639570
23DA51	 // data[0][ 40] = 2349649
3D0611	 // data[0][ 41] = 3999249
42FDFB	 // data[0][ 42] = 4390395
57CCD8	 // data[0][ 43] = 5754072
5738E3	 // data[0][ 44] = 5716195
41658E	 // data[0][ 45] = 4285838
369F89	 // data[0][ 46] = 3579785
5FDE10	 // data[0][ 47] = 6282768
55E1C9	 // data[0][ 48] = 5628361
225418	 // data[0][ 49] = 2249752
17CAF3	 // data[0][ 50] = 1559283
3DF662	 // data[0][ 51] = 4060770
38D1F7	 // data[0][ 52] = 3723767
5304F6	 // data[0][ 53] = 5440758
2FAB12	 // data[0][ 54] = 3123986
011896	 // data[0][ 55] = 71830
6F943F	 // data[0][ 56] = 7312447
6AF023	 // data[0][ 57] = 7008291
290459	 // data[0][ 58] = 2688089
